user_id,model_id,target,total_qty,interaction_weight,cf_score,msrp,tco_fuel,vat_included,warranty,brand_status,offroad_capability,sentiment_score,visual_vector,hp,weight,engine_cap,seats,length,width,height,trans_5_manual,trans_5_manual_4_auto,trans_5_manual_6_auto,trans_5_manual_cvt,trans_6_dct,trans_6_dct_5_manual,trans_6_dct_6_manual,trans_6_dct_7_dct,trans_6_auto,trans_6_auto_7_dct,trans_6_auto_8_auto,trans_6_manual,trans_6_manual_6_dct,trans_6_manual_6_auto,trans_6_manual_7_dct,trans_6_manual_8_auto,trans_6_manual_cvt,trans_7_dct,trans_7_dct_8_auto,trans_8_auto,trans_9_auto,trans_cvt,trans_cvt_5_manual,trans_cvt_6_dct,trans_cvt_6_manual,trans_cvt_7_dct,trans_reducer,fuel_petrol_92,fuel_petrol_95,fuel_petrol_diesel,fuel_hybrid_95,fuel_hybrid,fuel_diesel_petrol,fuel_electric,body_offroad,body_crossover,body_liftback,body_minivan,body_pickup,body_sedan,body_universal,body_hatchback,drive_awd,drive_fwd,drive_fwd_awd,drive_rwd,drive_rwd_awd,stock_status,segment,recency_score,stock_speed
Econ_Dealer_2,Changan_UNI_K,0,0,0.49,0.465,4413250.0,761630.4,1,1,2,0,0.36,[0.1866832  0.35880721 0.44918311 ... 0.21884839 0.19561722 0.61363709],226,2005,2.0,5,4865,1948,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,58,Standard,0.9729188669457949,0.9906083274140262
Econ_Dealer_2,Changan_UNI_T,0,0,0.303,0.549,3570250.0,560271.7,1,1,2,0,0.68,[0.20801663 0.22183488 0.49080584 ... 0.19845045 0.46281216 0.72564093],167,1465,1.5,5,4515,1870,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45,Standard,0.8491983767203796,0.2419198048658326
Econ_Dealer_2,Changan_UNI_V,0,0,0.2,0.457,3722000.0,541902.2,1,1,2,0,0.64,[0.13368037 0.29231746 0.36353697 ... 0.16851829 0.08868526 0.56564283],181,1400,1.5,5,4680,1838,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,70,Standard,0.29110519961044856,0.564705836954494
Econ_Dealer_2,Chery_Arrizo_8,0,0,0.242,0.524,3816500.0,590652.2,1,1,2,0,0.52,[0.41960444 0.40865643 0.66985771 ... 0.10480873 0.2828997  0.60189193],186,1538,1.6,5,4757,1832,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,41,Standard,0.26364247048639056,0.8135600804534098
Econ_Dealer_2,Chery_Tiggo_4,0,0,0.177,0.459,2897000.0,531728.3,1,1,2,0,0.62,[0.34704599 0.18876754 0.63866119 ... 0.23931711 0.0820944  0.46953158],113,1364,1.5,5,4318,1831,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38,Standard,0.2650640588680904,0.4893782325436323
Econ_Dealer_2,Chery_Tiggo_4_Pro,0,0,0.216,0.462,3309000.0,536250.0,1,1,2,0,0.62,[0.21642611 0.28878281 0.35977206 ... 0.33304472 0.26365588 0.66695948],147,1380,1.5,5,4318,1831,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64,Standard,0.37381801866358394,0.521275654168882
Econ_Dealer_2,Chery_Tiggo_7,0,0,0.369,0.552,2916000.0,553206.5,1,1,2,0,0.58,[0.49056966 0.35266624 0.34943792 ... 0.46553281 0.55640241 0.41997286],113,1440,1.5,5,4500,1837,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51,Standard,0.5722807884690141,0.987720215955167
Econ_Dealer_2,Chery_Tiggo_7L,0,0,0.243,0.413,3409000.0,581467.4,1,1,2,0,0.58,[0.51050023 0.18013905 0.37824774 ... 0.24912502 0.21446075 0.32361037],152,1540,1.5,5,4500,1842,1705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47,Standard,0.4887505167779042,0.482777335271038
Econ_Dealer_2,Chery_Tiggo_7_Pro,0,0,0.237,0.462,3387500.0,594043.5,1,1,2,0,0.58,[0.35284102 1.33469629 0.36790941 ... 0.0295516  0.35642197 1.05508709],150,1550,1.6,5,4500,1842,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,68,Standard,0.36210622617823773,0.6436648905391572
Econ_Dealer_2,Chery_Tiggo_7_ProMax,0,0,0.225,0.547,3349000.0,581467.4,1,1,2,0,0.58,[0.43492988 0.86559725 0.29660903 ... 0.07082344 0.18524984 0.52648398],147,1540,1.5,5,4500,1842,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51,Standard,0.6506676052501416,0.14908569460763563
Econ_Dealer_2,Chery_Tiggo_8,0,0,0.239,0.559,3371500.0,606902.2,1,1,2,0,0.54,[0.18052682 0.30730414 0.46529572 ... 0.30692295 0.37454513 0.70787859],147,1630,1.5,7,4700,1860,1705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69,Standard,0.22554447458683766,0.857989072189234
Econ_Dealer_2,Chery_Tiggo_8_Pro,0,0,0.246,0.51,3842000.0,619478.3,1,1,2,0,0.54,[0.18413353 0.67182815 0.47203797 ... 0.11190817 0.5606848  0.89319873],186,1640,1.6,7,4722,1860,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49,Standard,0.36293018368169633,0.6833512440815892
Econ_Dealer_2,Chery_Tiggo_8_ProMax,0,0,0.222,0.505,5626600.0,709347.8,1,1,3,0,0.54,[0.38058329 0.58419156 0.37543001 ... 0.09237825 0.60127106 0.79836178],197,1820,2.0,7,4722,1860,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,Premium,0.4297256589643225,0.4636180925765322
Econ_Dealer_2,Evolute_I_JOY___Dongfeng_Fengon_E3,0,0,0.176,0.53,4962650.0,109864.1,1,1,2,0,0.5,[0.53281736 0.47806768 0.39533067 ... 0.36711016 0.49501257 0.1502386 ],163,1555,0.0,5,4680,1720,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,13,Standard,0.5104629857953323,0.11455258595906778
Econ_Dealer_2,Evolute_I_PRO___Dongfeng_Aeolus_E70,0,0,0.368,0.585,3927000.0,143070.7,1,1,1,0,0.5,[0.27415549 0.37982648 0.34779552 ... 0.49350268 0.14674894 0.45362695],150,2025,0.0,5,4600,1860,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13,Standard,0.8066583652537123,0.6325019385341535
Econ_Dealer_2,Evolute_I_SKY___Dongfeng_Forthing_T5,0,0,0.106,0.57,5724950.0,124701.1,1,1,2,0,0.5,[0.38850161 0.38717422 0.24167943 ... 0.2189067  0.29195833 0.45587928],204,1765,0.0,5,4385,1850,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,Premium,0.2797064039425238,0.11139204563574598
Econ_Dealer_2,Exeed_LX,0,0,0.189,0.538,4694200.0,585989.1,1,1,3,0,0.64,[0.6489381  0.48080798 0.23613326 ... 0.1152611  0.29511772 0.80955458],147,1556,1.5,5,4533,1848,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,64,Standard,0.5628109945722505,0.10108325251811612
Econ_Dealer_2,Exeed_RX,0,0,0.321,0.558,6510700.0,717826.1,1,1,3,0,0.64,[0.30175994 0.57746156 0.54415774 ... 0.15654381 0.44225641 0.4149756 ],249,1850,2.0,5,4780,1885,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,66,Premium,0.6331731119758383,0.6544887059344192
Econ_Dealer_2,Exeed_TXL,0,0,0.097,0.532,5470850.0,693804.3,1,1,3,0,0.59,[0.31534052 0.28845141 0.31206322 ... 0.27113678 0.27745241 0.27933804],186,1903,1.6,5,4781,1920,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,67,Premium,0.14180537144799796,0.27011536060109886
Econ_Dealer_2,Exeed_VX,0,0,0.249,0.542,6577200.0,771521.7,1,1,3,0,0.59,[0.26302533 0.54138498 0.38100927 ... 0.60587463 0.61133294 0.34006464],249,2040,2.0,7,4970,1940,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,44,Premium,0.6467903667112945,0.2726987947462858
Econ_Dealer_2,GAC_GS3,0,0,0.214,0.48,3593750.0,546141.3,1,1,2,0,0.65,[0.55966794 0.71401827 0.32632744 ... 0.10134545 0.621171   0.31241862],170,1415,1.5,5,4410,1850,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61,Standard,0.2534717113185624,0.6879444092494693
Econ_Dealer_2,GAC_GS4,0,0,0.077,0.548,3613000.0,581467.4,1,1,2,0,0.65,[0.16544902 0.21035129 0.3817358  ... 0.25117195 0.23174997 0.28025332],169,1540,1.5,5,4545,1856,1668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52,Standard,0.15854643368675156,0.14832746914543685
Econ_Dealer_2,GAC_GS5,0,0,0.363,0.557,3244000.0,598423.9,1,1,2,0,0.65,[0.42960009 0.30282313 0.44135201 ... 0.11360539 0.04998624 0.50078261],137,1600,1.5,5,4695,1885,1700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,40,Standard,0.953996983528,0.3820650053271007
Econ_Dealer_2,GAC_GS8,0,0,0.338,0.588,6313300.0,802608.7,1,1,3,0,0.25,[0.11419672 0.37798557 0.28369141 ... 0.06215907 0.05674613 0.17071712],231,2150,2.0,7,4980,1950,1780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,41,Premium,0.9690688297671034,0.23448871192781717
Econ_Dealer_2,GAC_M8,0,0,0.373,0.493,6346550.0,829456.5,1,1,3,0,0.25,[0.33723086 0.23214519 0.14651689 ... 0.3436093  0.64357817 0.61784828],231,2245,2.0,7,5212,1893,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,36,Premium,0.827557613304815,0.6221587328168805
Econ_Dealer_2,Geely_Atlas,0,0,0.251,0.461,4037500.0,689565.2,1,1,2,0,0.62,[0.34301856 0.63514334 0.3308397  ... 0.28612382 0.30252272 0.4338494 ],200,1750,2.0,5,4670,1900,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57,Standard,0.37415239225603364,0.6955886392546563
Econ_Dealer_2,Geely_Atlas_Pro_Belgee_x70,0,0,0.206,0.509,3426250.0,628097.8,1,1,2,0,0.54,[0.39384706 1.01041855 0.45360395 ... 0.26471535 0.69122546 0.57126723],150,1705,1.5,5,4544,1831,1713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50,Standard,0.1879049026057455,0.7490222682391392
Econ_Dealer_2,Geely_Coolray_BMA_Belgee_x50,0,0,0.281,0.476,3317750.0,546141.3,1,1,2,0,0.63,[0.37966005 0.25629095 0.13243719 ... 0.3149364  0.579801   0.28800484],147,1415,1.5,5,4330,1800,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59,Standard,0.7158097238609412,0.3297080952267089
Econ_Dealer_2,Geely_Coolray_restyling,0,0,0.185,0.504,3358000.0,550945.7,1,1,2,0,0.53,[0.67187176 0.410781   0.46366014 ... 0.0728261  0.68548832 0.07149513],150,1432,1.5,5,4380,1810,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62,Standard,0.49613724436564116,0.1803247764729256
Econ_Dealer_2,Geely_Emgrand,1,21,10.597,0.856,2398200.0,523532.6,1,1,1,0,0.69,[0.47313134 0.62716424 0.40490063 ... 0.23257542 0.17788366 0.48921748],122,1335,1.5,5,4638,1820,1460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50,Economy,0.20983441136030095,0.17081529124770806
Econ_Dealer_2,Geely_Monjaro,0,0,0.26,0.57,6327650.0,719239.1,1,1,3,0,0.62,[0.35177251 0.62623944 0.37794089 ... 0.19164068 0.42920814 0.28819622],238,1855,2.0,5,4770,1895,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49,Premium,0.5456592191001431,0.4835363936056514
Econ_Dealer_2,Geely_Okavango,0,0,0.23,0.552,5663000.0,698043.5,1,1,3,0,0.45,[0.14303456 0.29792066 0.53830353 ... 0.04766019 0.4818571  0.1109762 ],200,1780,2.0,7,4860,1910,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56,Premium,0.13094966900369656,0.9512599681564435
Econ_Dealer_2,Haval_Dargo,0,0,0.335,0.464,3772750.0,498804.3,1,1,2,0,0.6,[0.27305627 0.54350515 0.57374235 ... 0.11470186 0.19441507 0.16603139],192,1075,2.0,5,4268,1700,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Standard,0.9183883618709039,0.29595613082232214
Econ_Dealer_2,Haval_F7,0,0,0.166,0.513,3453750.0,659184.8,1,1,2,0,0.71,[0.25886626 0.53105405 0.4914848  ... 0.27790715 0.37413362 0.58389047],150,1815,1.5,5,4620,1910,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,Standard,0.33290198344001526,0.3310674412073944
Econ_Dealer_2,Haval_F7x,0,0,0.247,0.499,3417500.0,618206.5,1,1,2,0,0.66,[0.2979942  0.49516983 0.42789214 ... 0.2131622  0.50120354 0.4256745 ],150,1670,1.5,5,4691,1866,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Standard,0.6962700559185838,0.19079992189527303
Econ_Dealer_2,Haval_H2,0,0,0.243,0.506,3417500.0,618206.5,1,1,2,0,0.66,[0.35374789 0.90557823 0.36826878 ... 0.51210313 0.20073292 0.92273064],150,1670,1.5,5,4691,1866,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Standard,0.3805399684804699,0.6450132465045373
Econ_Dealer_2,Haval_H3,0,0,0.313,0.487,3303500.0,584293.5,1,1,2,0,0.62,[0.316735   0.50803502 0.58237182 ... 0.25113389 0.72322226 0.27484926],143,1550,1.5,5,4335,1814,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Standard,0.5680612190600297,0.7118855865524574
Econ_Dealer_2,Haval_H5,0,0,0.313,0.559,3361250.0,603369.6,1,1,2,1,0.62,[0.20922292 0.51328945 0.4831328  ... 0.5159623  0.33049239 0.28062569],150,1445,2.0,5,4472,1841,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,Standard,0.5920392514089517,0.678638087344684
Econ_Dealer_2,Haval_H6,0,0,0.255,0.497,3383750.0,580054.3,1,1,2,0,0.62,[0.65183747 0.38693511 0.54178679 ... 0.14096016 0.07056932 0.30209807],150,1535,1.5,5,4664,1830,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,Standard,0.26636900997297436,0.8750172187403031
Econ_Dealer_2,Haval_H6Coupe,0,0,0.399,0.463,3882500.0,650000.0,1,1,2,0,0.6,[0.16697941 0.33210351 0.5416265  ... 0.17054341 0.21604238 0.34659262],190,1610,2.0,5,4520,1875,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,Standard,0.9726261649881027,0.5377832515234646
Econ_Dealer_2,Haval_H7,0,0,0.283,0.507,4502000.0,794130.4,1,1,2,0,0.6,[0.57380962 0.73818445 0.2738184  ... 0.2650736  0.13472304 0.51307678],231,2120,2.0,5,5190,1905,1835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,Standard,0.7976195410250031,0.221011336690358
Econ_Dealer_2,Haval_H9,0,0,0.356,0.408,4417250.0,874673.9,1,1,2,1,0.6,[0.35422177 0.59149141 0.71268978 ... 0.41589632 0.32043815 0.19664812],218,2405,2.0,7,4856,1926,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,Standard,0.9455490474077702,0.3604646176339714
Econ_Dealer_2,Haval_Jolion,0,0,0.411,0.506,3316000.0,598423.9,1,1,2,0,0.56,[0.42096214 0.61440139 0.45977859 ... 0.31428969 0.46042695 0.9781889 ],143,1600,1.5,5,4653,1886,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,Standard,0.905344615384884,0.6961869760792166
